"id","name","type","rarity","attunement","source","extra","description","price","subtype","weight","merchants"
5857,"Mind Blade","Weapon","rare",True,"Volo's Guide to Monsters","by a specific individual","Mind flayers can turn any nonmagical sword into a mind blade. Only one creature can attune to it: either a specific mind flayer or one of its thralls. In the hands of any other creature, the mind blade functions as a normal sword of its kind. In the hands of its intended wielder, the mind blade is a magic weapon that deals an extra 2d6 psychic damage to any target it hits.","2500",NULL,NULL,"smith, weaponsmith"
5673,"Mind Carapace Armor","Armor","uncommon",True,"Volo's Guide to Monsters","by a specific individual","Any nonmagical suit of heavy armor can be turned by mind flayers into mind carapace armor. Only one creature can attune to it: either a specific mind flayer or one of its thralls. While worn by any other creature, the mind carapace armor functions as normal armor of its kind. To its intended wearer, the armor grants advantage on Intelligence, Wisdom, and Charisma saving throws and makes its wearer immune to the frightened condition.","300",NULL,NULL,"armorer, general, smith"
5858,"Mind Lash","Weapon","rare",True,"Volo's Guide to Monsters","by a mind flayer","In the hands of a creature other than a mind flayer, a mind lash functions as a normal whip. In the hands of an illithid, this magic weapon strips away a creature's will to survive as it also strips away flesh, dealing an extra 2d4 psychic damage to any target it hits. Any creature that takes psychic damage from the mind lash must also succeed on a DC 15 Wisdom saving throw or have disadvantage on Intelligence, Wisdom, and Charisma saving throws for 1 minute. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.","2500",NULL,NULL,"smith, weaponsmith"
2396,"Mirror of Life Trapping","Wondrous Item","very rare",False,"Dungeon Master's Guide 181",NULL,"When this 4-foot-tall mirror is viewed indirectly, its surface shows faint images of creatures. The mirror weighs 50 pounds, and it has AC 11, 10 hit points, and vulnerability to bludgeoning damage. It shatters and is destroyed when reduced to 0 hit points.","18000",NULL,NULL,"wizard"
6026,"Mirror of Reflected Pasts","Wondrous Item","very rare",True,"Dragonlance: Shadow of the Dragon Queen",NULL,"This mirror of elven design allows those who stare into it to reflect on positive memories. The 3-foot-tall mirror weighs 25 pounds, and it has AC 11, 10 hit points, and vulnerability to bludgeoning damage. It shatters and is destroyed if reduced to 0 hit points. While holding the mirror upright, you can use an action to speak its command word and activate it. While activated, the mirror hovers in the air, and it can be destroyed but not moved. It remains activated until you use an action to speak the command word again or your attunement to the mirror ends, at which the mirror harmlessly floats to the ground. Once the mirror has been deactivated, it can't be activated again until the next dawn. If a non-Construct creature other than you sees its reflection in the activated mirror while within 30 feet of it, that creature must succeed on a DC 15 Wisdom saving throw or become paralyzed until the mirror is deactivated or until the creature can no longer see the mirror. A creature paralyzed by the mirror can repeat the saving throw at the end of each of its turns, ending the effect on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to this mirror's effect for the next 24 hours. While paralyzed by the mirror, the creature sees events from their past reflected in the mirror's glass. These memories aren't real, but rather idealized versions of those occurrences. Nearby observers can glimpse flashes of these memories if looking indirectly at the mirror.","27000",NULL,NULL,"wizard"
5859,"Mirror of the Past","Wondrous Item","rare",False,"Tales from the Yawning Portal",NULL,"The holder of this platinum hand mirror can learn something about the history of a specific object or creature by taking an action to gaze into the mirror and think of the target. Instead of the holder's reflection, the mirror presents scenes from the target's past. Information conveyed is accurate, but it is random and cryptic, and presented in no particular order. Once it is activated, the mirror gives its information for 1 minute or less, then returns to normal. It can't be used again until the next dawn.","2500",NULL,NULL,"wizard"
2295,"Mithral Armor","Armor","uncommon",False,"Dungeon Master's Guide 182","medium - heavy - not hide","Mithral is a light, flexible metal. A mithral chain shirt or breastplate can be worn under normal clothes. If the armor normally imposes disadvantage on Dexterity (Stealth) checks or has a Strength requirement, the mithral version of the armor doesn't.","800",NULL,NULL,"armorer, general, smith"
5675,"Mizzium Apparatus","Wondrous Item","uncommon",True,"Guildmaster's Guide to Ravnica","by a sorcerer, warlock, or wizard","Innovation is a dangerous pursuit, at least the way the mages of the Izzet League engage in it. As protection against the risk of an experiment going awry, they have developed a device to help channel and control their magic. This apparatus is a collection of leather straps, flexible tubing, glass cylinders, and plates, bracers, and fittings made from a magic-infused metal alloy called mizzium, all assembled into a harness. The item weighs 8 pounds. While you are wearing the mizzium apparatus, you can use it as an arcane focus. In addition, you can attempt to cast a spell that you do not know or have prepared. The spell you choose must be on your class's spell list and of a level for which you have a spell slot, and you must provide the spell's components. You expend a spell slot to cast the spell as normal, but before resolving it you must make an Intelligence (Arcana) check. The DC is 10 + twice the level of the spell slot you expend to cast the spell. On a successful check, you cast the spell as normal, using your spell save DC and spellcasting ability modifier. On a failed check, you cast a different spell from the one you intended. Randomly determine the spell you cast by rolling on the table for the level of the spell slot you expended. If the slot is 6th level or higher, roll on the table for 5th-level spells. If you try to cast a cantrip you don't know, the DC for the Intelligence (Arcana) check is 10, and on a failed check, there is no effect. 1st-Level Spells d6 Spell 1 Burning Hands 2 Chaos Bolt 3 Color Spray 4 Faerie Fire 5 Fog Cloud 6 Thunderwave 2nd-Level Spells d6 Spell 1 Blur 2 Gust of Wind 3 Heat Metal 4 Melf's Acid Arrow 5 Scorching Ray 6 Shatter 3rd-Level Spells d6 Spell 1 Fear 2 Feign Death 3 Fireball 4 Gaseous Form 5 Sleet Storm 6 Stinking Cloud 4th-Level Spells d4 Spell 1 Confusion 2 Conjure Minor Elementals 3 Evard's Black Tentacles 4 Ice Storm 5th-Level Spells d4 Spell 1 Animate Objects 2 Cloudkill 3 Cone of Cold 4 Flame Strike","300",NULL,NULL,"general, wizard"
5860,"Mizzium Armor","Armor","rare",False,"Guildmaster's Guide to Ravnica",NULL,"This suit of armor is reinforced with a magically enhanced metal alloy called mizzium, which is made in Izzet foundries. While you're wearing the armor, any critical hit against you becomes a normal hit. In addition, when you are subjected to a magical effect that allows you to make a Strength or Constitution saving throw to take only half damage, you instead take no damage if you succeed on the saving throw.","2500",NULL,NULL,"armorer, smith"
5861,"Mizzium Mortar","Wondrous Item","rare",False,"Guildmaster's Guide to Ravnica",NULL,"This short tube, about 2 feet long and 6 inches in diameter, is made from mizzium, a magically enhanced metal alloy forged by the lzzet League. The end that's pointed toward a target is open, and a glowing ball of molten metal can be seen at the other end as long as the mortar has at least 1 charge remaining. The mortar has 4 charges for the following properties. It regains 1d4 expended charges daily at dawn. Molten Spray. You can expend 1 charge as an action to loose a 30-foot cone of molten mizzium. Each creature in the area must make a DC 15 Dexterity saving throw, taking 5d4 fire damage on a failed save, or half as much damage on a successful one. Mizzium Bombared. You can expend 3 charges as an action to launch a hail of molten projectiles in a 20-foot-radius, 40-foot-high cylinder centered on a point you can see within 60 feet of you. Each creature in the area must make a DC 15 Dexterity saving throw. A creature takes 5d8 fire damage on a failed save, or half as much damage on a successful one.","2500",NULL,NULL,"wizard"
3342,"Molochs Hell Hammer","Weapon","legendary",True,NULL,"warhammer","Moloch's Hell Hammer is a magical war hammer, with a blackened head engraved with images of devils wreathed in flames. The hammer is magically crafted using the hooves of the archdevil Moloch (which can only be harvested once he is killed). The hooves are magically reshaped and engraved with images of hell while a long hilt, made of hell-forged steel, is magically enchanted. The two are combined during a ritual where the two pieces are submerged in the river Styx. Once complete, the warhammer is a symbol of the fiery depths of hell.

While wielding the warhammer, you get the following powers:

You get a +3 bonus to attack and damage rolls using this warhammer.
The warhammer has 9 charges. When you hit with a melee attack using it, you can expend up to 3 of its charges. For each charge you expend, the target takes an extra 1d6 fire damage. The warhammer regains 1d6 + 3 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the warhammer loses this one ability. The warhammer can never exceed more than 9 charges.
You have resistance to fire damage.
You can speak, read, and write Infernal.
Note: Moloch's Hell Hammer is a powerful magic item, that should only be given to powerful characters. As such, this item should only be awarded to a high level party that has defeated Moloch (a high level archdevil).","200000",NULL,"8",NULL
5862,"Molten Bronze Skin","Armor","rare",True,"Mythic Odysseys of Theros",NULL,"This magical armor appears as a jug of molten bronze. When you attune to it, the bronze adheres and contours to your skin. The armor can be worn under normal clothes, but it doesn't impede bodily functions. Once you put it on, it can't be removed unless you choose to do so. While wearing the armor, you have resistance to fire damage. The armor also doesn't impose disadvantage on Dexterity (Stealth) checks.","2500",NULL,NULL,"armorer, smith"
5547,"Moodmark Paint","Wondrous Item","common",False,"Guildmaster's Guide to Ravnica",NULL,"This thick, black paint is stored in a small jar, containing enough paint to apply moodmarks to one creature. The paint is dabbed on the face in spots or markings that often resemble the eyes of insects or spiders. Applying the paint in this way takes 1 minute. For the next 8 hours, the marks change to reflect your mental state. A creature that can see you and makes a successful DC 10 Wisdom (Insight) check can discern whether you are happy, sad, angry, disgusted, surprised, or afraid, as well as the main source of that emotion. For example, you might communicate fear caused by a monster you just saw around the corner, grief at the loss of a friend, or happiness derived from pride in your performance in combat. A dark elf has advantage on this check.","75",NULL,NULL,"general"
2263,"Moon-Touched Sword","Weapon","common",False,"Xanathar's Guide to Everything 138","any sword","In darkness, the unsheathed blade of this sword sheds moonlight, creating bright light in a 15-foot radius and dim light for an additional 15 feet.","75",NULL,NULL,"general, smith, weaponsmith"
2514,"Moon Sickle +1","Weapon","uncommon",True,"Tasha's Cauldron of Everything 133","requires attunement by a druid or ranger","This silver-bladed sickle glimmers softly with moonlight. While holding this magic weapon, you gain a bonus to attack and damage rolls made with it, and you gain a bonus to spell attack rolls and the saving throw DCs of your druid and ranger spells. The bonus is determined by the weapon's rarity. In addition, you can use the sickle as a spellcasting focus for your druid and ranger spells.

When you cast a spell that restores hit points, you can roll a d4 and add the number rolled to the amount of hit points restored, provided you are holding the sickle.","300","sickle",NULL,"general, smith, weaponsmith"
2560,"Moon Sickle +2","Weapon","rare",True,"Tasha's Cauldron of Everything 133","requires attunement by a druid or ranger","This silver-bladed sickle glimmers softly with moonlight. While holding this magic weapon, you gain a bonus to attack and damage rolls made with it, and you gain a bonus to spell attack rolls and the saving throw DCs of your druid and ranger spells. The bonus is determined by the weapon's rarity. In addition, you can use the sickle as a spellcasting focus for your druid and ranger spells.

When you cast a spell that restores hit points, you can roll a d4 and add the number rolled to the amount of hit points restored, provided you are holding the sickle.","2500","sickle",NULL,"smith, weaponsmith"
2504,"Moon Sickle +3","Weapon","very rare",True,"Tasha's Cauldron of Everything 133","requires attunement by a druid or ranger","This silver-bladed sickle glimmers softly with moonlight. While holding this magic weapon, you gain a bonus to attack and damage rolls made with it, and you gain a bonus to spell attack rolls and the saving throw DCs of your druid and ranger spells. The bonus is determined by the weapon's rarity. In addition, you can use the sickle as a spellcasting focus for your druid and ranger spells.

When you cast a spell that restores hit points, you can roll a d4 and add the number rolled to the amount of hit points restored, provided you are holding the sickle.","27000","sickle",NULL,"smith, weaponsmith"
2615,"Moonblade","Weapon","legendary",True,"Dungeon Master's Guide","by an elf or half-elf of neutral good alignment","Of all the magic items created by the elves, one of the most prized and jealously guarded is a moonblade. In ancient times, nearly all elven noble houses claimed one such blade. Over the centuries, some blades have faded from the world, their magic lost as family lines have become extinct. Other blades have vanished with their bearers during great quests. Thus, only a few of these weapons remain. moonblade A moonblade passes down from parent to child. The sword chooses its bearer and remains bonded to that person for life. If the bearer dies, another heir can claim the blade. If no worthy heir exists, the sword lies dormant. It functions like a normal longsword until a worthy soul finds it and lays claim to its power. moonblade A moonblade serves only one master at a time. The attunement process requires a special ritual in the throne room of an elven regent or in a temple dedicated to the elven gods. moonblade A moonblade won't serve anyone it regards as craven, erratic, corrupt, or at odds with preserving and protecting elvenkind. If the blade rejects you, you make ability checks, attack rolls, and saving throws with disadvantage for 24 hours. If the blade accepts you, you become attuned to it and a new rune appears on the blade. You remain attuned to the weapon until you die or the weapon is destroyed. moonblade A moonblade has one rune on its blade for each master it has served (typically 1d6 + 1). The first rune always grants a +1 bonus to attack and damage rolls made with this magic weapon. Each rune beyond the first grants the moonblade an additional property. The DM chooses each property or determines it randomly on the Moonblade Properties table. moonblade moonblade Moonblade Properties Moonblade Properties d100 Property 01-40 Increase the bonus to attack and damage rolls by 1, to a maximum of +3. Reroll if the moonblade already has a +3 bonus. 41-80 The moonblade gains a randomly determined minor property (see ""Special Features"" in the Dungeon Master's Guide). 81-82 The moonblade gains the finesse property. 83-84 The moonblade gains the thrown property (range 20/60 feet). 85-86 The moonblade functions as a defender. 87-90 The moonblade scores a critical hit on a roll of 19 or 20. 91-92 When you hit with an attack using the moonblade, the attack an extra 1d6 slashing damage. 93-94 When you hit a creature of a specific type (such as dragon, fiend, or undead) with the moonblade, the target takes an extra 1d6 damage of one of these types: acid, cold, fire, lightning, or thunder. 95-96 You can use a bonus action to cause the moonblade to flash brightly. Each creature that can see you and is within 30 feet of you must succeed on a DC 15 Constitution saving throw or become blinded for 1 minute . A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. This property can't be used again until you take a short rest while attuned to the weapon. 97-98 The moonblade functions as a ring of spell storing. 99 You can use an action to call forth an elfshadow, provided that you don't already have one serving you. The elfshadow appears in an unoccupied space within 120 feet of you. It uses the statistics for a shadow from the Monster Manual, except it is neutral, immune to effects that turn undead, and doesn't create new shadows. You control this creature, deciding how it acts and moves. It remains until it drops to 0 hit points or you dismiss it as an action. 00 The moonblade functions as a vorpal sword. d100 Property 01-40 Increase the bonus to attack and damage rolls by 1, to a maximum of +3. Reroll if the moonblade already has a +3 bonus. 41-80 The moonblade gains a randomly determined minor property (see ""Special Features"" in the Dungeon Master's Guide). 81-82 The moonblade gains the finesse property. 83-84 The moonblade gains the thrown property (range 20/60 feet). 85-86 The moonblade functions as a defender. 87-90 The moonblade scores a critical hit on a roll of 19 or 20. 91-92 When you hit with an attack using the moonblade, the attack an extra 1d6 slashing damage. 93-94 When you hit a creature of a specific type (such as dragon, fiend, or undead) with the moonblade, the target takes an extra 1d6 damage of one of these types: acid, cold, fire, lightning, or thunder. 95-96 You can use a bonus action to cause the moonblade to flash brightly. Each creature that can see you and is within 30 feet of you must succeed on a DC 15 Constitution saving throw or become blinded for 1 minute . A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. This property can't be used again until you take a short rest while attuned to the weapon. 97-98 The moonblade functions as a ring of spell storing. 99 You can use an action to call forth an elfshadow, provided that you don't already have one serving you. The elfshadow appears in an unoccupied space within 120 feet of you. It uses the statistics for a shadow from the Monster Manual, except it is neutral, immune to effects that turn undead, and doesn't create new shadows. You control this creature, deciding how it acts and moves. It remains until it drops to 0 hit points or you dismiss it as an action. 00 The moonblade functions as a vorpal sword. d100 Property d100 Property 01-40 Increase the bonus to attack and damage rolls by 1, to a maximum of +3. Reroll if the moonblade already has a +3 bonus. 01-40 Increase the bonus to attack and damage rolls by 1, to a maximum of +3. Reroll if the moonblade already has a +3 bonus. moonblade 41-80 The moonblade gains a randomly determined minor property (see ""Special Features"" in the Dungeon Master's Guide). 41-80 The moonblade gains a randomly determined minor property (see ""Special Features"" in the Dungeon Master's Guide). moonblade 81-82 The moonblade gains the finesse property. 81-82 The moonblade gains the finesse property. moonblade 83-84 The moonblade gains the thrown property (range 20/60 feet). 83-84 The moonblade gains the thrown property (range 20/60 feet). moonblade 85-86 The moonblade functions as a defender. 85-86 The moonblade functions as a defender. moonblade defender defender 87-90 The moonblade scores a critical hit on a roll of 19 or 20. 87-90 The moonblade scores a critical hit on a roll of 19 or 20. moonblade 91-92 When you hit with an attack using the moonblade, the attack an extra 1d6 slashing damage. 91-92 When you hit with an attack using the moonblade, the attack an extra 1d6 slashing damage. moonblade 93-94 When you hit a creature of a specific type (such as dragon, fiend, or undead) with the moonblade, the target takes an extra 1d6 damage of one of these types: acid, cold, fire, lightning, or thunder. 93-94 When you hit a creature of a specific type (such as dragon, fiend, or undead) with the moonblade, the target takes an extra 1d6 damage of one of these types: acid, cold, fire, lightning, or thunder. moonblade 95-96 You can use a bonus action to cause the moonblade to flash brightly. Each creature that can see you and is within 30 feet of you must succeed on a DC 15 Constitution saving throw or become blinded for 1 minute . A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. This property can't be used again until you take a short rest while attuned to the weapon. 95-96 You can use a bonus action to cause the moonblade to flash brightly. Each creature that can see you and is within 30 feet of you must succeed on a DC 15 Constitution saving throw or become blinded for 1 minute . A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. This property can't be used again until you take a short rest while attuned to the weapon. moonblade 97-98 The moonblade functions as a ring of spell storing. 97-98 The moonblade functions as a ring of spell storing. moonblade ring of spell storing ring of spell storing 99 You can use an action to call forth an elfshadow, provided that you don't already have one serving you. The elfshadow appears in an unoccupied space within 120 feet of you. It uses the statistics for a shadow from the Monster Manual, except it is neutral, immune to effects that turn undead, and doesn't create new shadows. You control this creature, deciding how it acts and moves. It remains until it drops to 0 hit points or you dismiss it as an action. 99 You can use an action to call forth an elfshadow, provided that you don't already have one serving you. The elfshadow appears in an unoccupied space within 120 feet of you. It uses the statistics for a shadow from the Monster Manual, except it is neutral, immune to effects that turn undead, and doesn't create new shadows. You control this creature, deciding how it acts and moves. It remains until it drops to 0 hit points or you dismiss it as an action. shadow 00 The moonblade functions as a vorpal sword. 00 The moonblade functions as a vorpal sword. moonblade vorpal sword vorpal sword Sentience. A moonblade is a sentient neutral good weapon with an Intelligence of 12, a Wisdom of 10, and a Charisma of 12. It has hearing and darkvision out to a range of 120 feet. Sentience. moonblade The weapon communicates by transmitting emotions, sending a tingling sensation through the wielder's hand when it wants to communicate something it has sensed. It can communicate more explicitly, through visions or dreams, when the wielder is either in a trance or asleep. Personality. Every moonblade seeks the advancement of elvenkind and elven ideals. Courage, loyalty, beauty, music, and life are all part of this purpose. Personality. moonblade The weapon is bonded to the family line it is meant to serve. Once it has bonded with an owner who shares its ideals, its loyalty is absolute. If a moonblade has a flaw, it is overconfidence. Once it has decided on an owner, it believes that only that person should wield it, even if the owner falls short of elven ideals. moonblade","75000",NULL,NULL,NULL
5677,"Mummy Rot Antidote","Potion","uncommon",False,"Infernal Machine Rebuildr",NULL,"White dust swirls constantly within this pale gray potion. When you drink the potion, it cures you of mummy rot.","300",NULL,NULL,"alchemist, general, wizard"
2195,"Mystery Key","Wondrous Item","common",False,"Xanathar's Guide to Everything 138",NULL,"A question mark is worked into the head of this key. The key has a 5 percent chance of unlocking any lock into which it's inserted. Once it unlocks something, the key disappears.","75",NULL,NULL,"concealer, general"
2259,"Nature's Mantle","Wondrous Item","uncommon",True,"Tasha's Cauldron of Everything 133",NULL,"This cloak shifts color and texture to blend with the terrain surrounding you. While wearing the cloak, you can use it as a spellcasting focus for your druid and ranger spells. While you are in an area that is lightly obscured, you can Hide as a bonus action even if you are being directly observed.","300",NULL,NULL,"general"
6028,"Navigation Orb","Wondrous Item","very rare",True,"Storm King's Thunder",NULL,"A Navigation Orb is a hollow, 7-foot-diameter sphere of thin, polished mithral with a large skye (cloud) rune embossed on its outer surface. The orb levitates 10 feet above the ground and is keyed to a particular cloud castle, allowing you to control that castle's altitude and movement while the orb is inside the castle. If the orb is destroyed or removed from its castle, the castle's altitude and location remain fixed until the orb is returned or replaced. As an action, you can cause one of the following effects to occur if you are touching the orb: The castle moves at a speed of 1 mph in a straight line, in a direction of your choice, until the castle stops or is made to stop, or until another action is used to change its direction. If this movement brings the castle into contact with the ground, the castle lands gently. The castle, if it is moving, comes to a gradual stop. The castle makes a slow, 90-degree turn clockwise or counterclockwise (turning a northerly view into a westerly view, for example). The castle can turn while it is moving in a straight line. Any creature touching the orb knows the altitude of the base of the castle above the ground or water below it.","27000",NULL,NULL,"wizard"
2319,"Necklace of Adaptation","Wondrous Item","uncommon",True,"Dungeon Master's Guide 182",NULL,"While wearing this necklace, you can breathe normally in any environment, and you have advantage on saving throws made against harmful gases and vapors (such as cloudkill and stinking cloud effects, inhaled poisons, and the breath weapons of some dragons).","300",NULL,NULL,"general"
2209,"Necklace of Fireballs","Wondrous Item","rare",False,"Dungeon Master's Guide 182",NULL,"This necklace has 1d6 + 3 beads hanging from it. You can use an action to detach a bead and throw it up to 60 feet away. When it reaches the end of its trajectory, the bead detonates as a 3rd-level fireball spell (save DC 15). You can hurl multiple beads, or even the whole necklace, as one action. When you do so, increase the level of the fireball by 1 for each bead beyond the first.","7680",NULL,NULL,"wizard"
2667,"Necklace of Prayer Beads","Wondrous Item","rare",True,"Dungeon Master's Guide 182","cleric - druid - paladin","This necklace has 1d4 + 2 magic beads made from aquamarine, black pearl, or topaz. It also has many nonmagical beads made from stones such as amber, bloodstone, citrine, coral, jade, pearl, or quartz. If a magic bead is removed from the necklace, that bead loses its magic. Six types of magic beads exist. The GM decides the type of each bead on the necklace or determines it randomly. A necklace can have more than one bead of the same type. To use one, you must be wearing the necklace. Each bead contains a spell that you can cast from it as a bonus action (using your spell save DC if a save is necessary). Once a magic bead's spell is cast, that bead can't be used again until the next dawn. d20 Bead of ... Spell 1-6 Blessing Bless 7-12 Curing Cure wounds (2nd level) or lesser restoration 13-16 Favor Greater restoration 17-18 Smiting Branding smite 19 Summons Planar ally 20 Wind walking Wind walk","200000",NULL,NULL,"temple, wizard"
5866,"Needle of Mending","Weapon","rare",True,"Explorer's Guide to Wildemount",NULL,"This weapon is a magic dagger disguised as a sewing needle. When you hold it and use a bonus action to speak its command word, it transforms into a dagger or back into a needle. You gain a +1 bonus to attack and damage rolls made with the dagger. While holding it, you can use an action to cast the Mending cantrip from it.","2500",NULL,NULL,"smith, weaponsmith"
6141,"Nepenthe","Weapon","legendary",True,"Van Richten's Guide to Ravenloft","by a paladin","You gain a +3 bonus to attack and damage rolls made with this magic weapon. When you hit a fiend or an undead with it, that creature takes an extra 2d10 radiant damage. While you hold the drawn sword, it creates an aura in a 10-foot radius around you. You and all creatures friendly to you in the aura have advantage on saving throws against spells and other magical effects. If you have 17 or more levels in the paladin class, the radius of the aura increases to 30 feet. Sentience. Nepenthe is a sentient neutral evil weapon with an Intelligence of 10, a Wisdom of 8, and a Charisma of 18. It has hearing and darkvision out to a range of 60 feet. It can read and understand Elvish. It can also speak Elvish, but only through the voice of its wielder, with whom the sword can communicate telepathically. Personality. In its lifetime, the sword has beheaded thousands of criminals, not all of whom were guilty of the crimes for which they were convicted. The sword cannot distinguish the guilty from the innocent. With each beheading, it hungers for more justice and blood. The sword is corrupt and irredeemable.","75000",NULL,NULL,NULL
6142,"Nether Scroll of Azumar","Scroll","legendary",False,"Candlekeep Mysteries",NULL,"Unlike most scrolls, a Nether Scroll of Azumar is not a consumable magic item. It takes 30 days of concentrated study-at least 8 hours per day-to attempt to understand this scroll. After completing this study, you must make a DC 25 Intelligence (Arcana) check. If this check fails, you take 16d10 psychic damage, and you can attempt the check again after another 30 days of concentrated study. When you succeed on the check, you gain the following benefits: Your Intelligence score increases by 2, to a maximum of 22. Once you gain this benefit, you can't use this scroll to increase your Intelligence again. You gain advantage on saving throws against spells and other magical effects. When you gain the scroll's benefits, a stone golem magically appears in an unoccupied space within 60 feet of you and acts as your ally. If you die, the golem turns to dust.","75000",NULL,NULL,NULL
5680,"Night Caller","Wondrous Item","uncommon",False,"Tales from the Yawning Portal",NULL,"This whistle is carved from transparent crystal, and it resembles a tiny dragon curled up like a snail. The name Night Caller is etched on the whistle in Dwarvish runes. If a character succeeds on a DC 20 Intelligence (Arcana or History) check, the character recalls lore that says the duergar made several such whistles for various groups in an age past. If you blow the whistle in darkness or under the night sky, it allows you to cast the Animate Dead spell. The target can be affected through up to 10 feet of soft earth or similar material, and if it is, it takes 1 minute to claw its way to the surface to serve you. Once the whistle has animated an undead creature, it can't do so again until 7 days have passed. Once every 24 hours, you can blow the whistle to reassert control over one or two creatures you animated with it","300",NULL,NULL,"general"
6143,"Nightfall Pearl","Wondrous Item","legendary",True,"Explorer's Guide to Wildemount",NULL,"Used to summon night, this 6-inch-diameter, jet-black orb is cold to the touch. You can spend 10 minutes to activate it, causing the area within 10 miles of it at the moment of activation to become night even if it is daytime. This night lasts for 24 hours, until you cancel it as an action, or until your attunement to the pearl ends. Once used, the pearl can't be used again for 24 hours.","75000",NULL,NULL,NULL
2314,"Nine Lives Stealer","Weapon","very rare",True,"Dungeon Master's Guide 183","any sword","You gain a +2 bonus to attack and damage rolls made with this magic weapon. The sword has 1d8 + 1 charges. If you score a critical hit against a creature that has fewer than 100 hit points, it must succeed on a DC 15 Constitution saving throw or be slain instantly as the sword tears its life force from its body (a construct or an undead is immune). The sword loses 1 charge if the creature is slain. When the sword has no charges remaining, it loses this property.","8000",NULL,NULL,"smith, weaponsmith"
2255,"Nolzur's Marvelous Pigments","Wondrous Item","very rare",False,"Dungeon Master's Guide 183",NULL,"Typically found in 1d4 pots inside a fine wooden box with a brush (weighing 1 pound in total), these pigments allow you to create three-dimensional objects by painting them in two dimensions. The paint flows from the brush to form the desired object as you concentrate on its image. Each pot of paint is sufficient to cover 1,000 square feet of a surface, which lets you create inanimate objects or terrain features-such as a door, a pit, flowers, trees, cells, rooms, or weapons- that are up to 10,000 cubic feet. It takes 10 minutes to cover 100 square feet. When you complete the painting, the object or terrain feature depicted becomes a real, nonmagical object. Thus, painting a door on a wall creates an actual door that can be opened to whatever is beyond. Painting a pit on a floor creates a real pit, and its depth counts against the total area of objects you create. Nothing created by the pigments can have a value greater than 25 gp. If you paint an object of greater value (such as a diamond or a pile of gold), the object looks authentic, but close inspection reveals it is made from paste, bone, or some other worthless material. If you paint a form of energy such as fire or lightning, the energy appears but dissipates as soon as you complete the painting, doing no harm to anything.","200",NULL,NULL,"wizard"
2205,"Oathbow","Weapon","very rare",True,"Dungeon Master's Guide 183","longbow","When you nock an arrow on this bow, it whispers in Elvish, ""Swift defeat to my enemies."" When you use this weapon to make a ranged attack, you can, as a command phrase, say, ""Swift death to you who have wronged me."" The target of your attack becomes your sworn enemy until it dies or until dawn seven days later. You can have only one such sworn enemy at a time. When your sworn enemy dies, you can choose a new one after the next dawn.","3500",NULL,NULL,"smith, weaponsmith"
6144,"Obsidian Flint Dragon Plate","Armor","legendary",False,"Baldur's Gate: Descent into Avernus",NULL,"You gain a +2 bonus to AC and resistance to poison damage while you wear this armor. ln addition, you gain advantage on ability checks and saving throws made to avoid or end the grappled condition on yourself.","75000",NULL,NULL,NULL
2660,"Oil of Etherealness","Potion","rare",False,"Dungeon Master's Guide 183",NULL,"Beads of this cloudy gray oil form on the outside of its container and quickly evaporate. The oil can cover a Medium or smaller creature, along with the equipment it's wearing and carrying (one additional vial is required for each size category above Medium). Applying the oil takes 10 minutes. The affected creature then gains the effect of the etherealness spell for 1 hour.","1920",NULL,NULL,"alchemist, wizard"
2567,"Oil of Sharpness","Potion","very rare",False,"Dungeon Master's Guide 184",NULL,"This clear, gelatinous oil sparkles with tiny, ultrathin silver shards. The oil can coat one slashing or piercing weapon or up to 5 pieces of slashing or piercing ammunition. Applying the oil takes 1 minute. For 1 hour, the coated item is magical and has a +3 bonus to attack and damage rolls.","3200",NULL,NULL,"alchemist, wizard"
2369,"Oil of Slipperiness","Potion","uncommon",False,"Dungeon Master's Guide 184",NULL,"This sticky black unguent is thick and heavy in the container, but it flows quickly when poured. The oil can cover a Medium or smaller creature, along with the equipment it's wearing and carrying (one additional vial is required for each size category above Medium).","480",NULL,NULL,"alchemist, general, wizard"
